OBJECTID,SITE_ID,PRIMARYSP,STATUS,LEASE_TYPE,LEASEHOLDE,CONTACT,LOCATION,WATERBODY,CITY,COUNTY,EXPIRATION,GlobalID,Acres,created_user,created_date,last_edited_user,last_edited_date,decision_url,SHAPEarea,SHAPElen
5750,DAM HI5x,American oysters,E,E,"Dodge Cove Marine Farm, LLC.",Antonina Simmons,Southwest of Hog Island,Damariscotta River,Damariscotta,Lincoln,2017/12/15 05:00:00+00,{5B71DF11-578D-47E2-BE8C-7BF1738578BD},3.55035034,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,14367.7580616651,624.459851533151
5752,SCAR SRR,American and European oysters,A,S,"Nonesuch Oysters, LLC.",Abigail Carroll,South of the railroad trestle,Scarborough River,Scarborough,Cumberland,2025/11/02 05:00:00+00,{3C0E759F-537D-438B-AB3C-4EF935DADC87},6.35515075,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecisionforSCARSRR.pdf,25718.3826462203,1165.48348484641
5753,EASTW CALF,Atlantic salmon,A,F,"Cooke Aquaculture USA, Inc.",Jennifer Robinson,East of Calf Island,Eastern Bay,Jonesport,Washington,2026/03/14 05:00:00+00,{7B7ED49C-2132-4142-A1D8-FA2E2C1FD2C6},28.0165095,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDECISIONCALFISLAND.pdf,113378.791414394,1397.74203974675
5754,BHB HI2,Blue mussels,P,S,"Mussel Bound, Inc.",Erick Spencer Swanson,East of Hardwood Island,Blue Hill Bay,Tremont,Hancock,2020/03/24 05:00:00+00,{BE2EA013-05F3-436D-A7A2-BAB08E18FB45},14.99492233,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FinalDecisiontransferBHBHI27-14-17.pdf,60682.297748288,1101.77944861272
5755,SCAR ERR,American and European oysters,A,S,"Pine Point Oyster Company, LLC.",Nate Perry,East of railroad trestle,Scarborough River,Scarborough,Cumberland,2026/02/07 05:00:00+00,{E705970B-5256-440E-BD47-FBE57B07C50A},5.92669356,,1970/01/01 00:00:00+00,MEDMR,2020/12/07 20:33:50+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTED.DECISION_SCARERR_PinePointOysters.pdf,23984.4778871803,721.932987612856
5756,SACO ERx,Marine algae,E,E,"Harder, Timothy",Timothy Harder,Between Eagle and Ram Islands,Saco Bay,Saco,York,2019/03/30 05:00:00+00,{4B788696-339A-42DA-BF83-302DA9237F01},2.83367981,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecison-Harder-SACOERx.pdf,11467.4953271329,494.90437398125
5757,SCAR SRR,American and European oysters,A,S,"Nonesuch Oysters, LLC.",Abigail Carroll,South of the railroad trestle,Scarborough River,Scarborough,Cumberland,2025/11/02 05:00:00+00,{2C041193-ACFA-437F-864C-690D69348C8A},0.40793592,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecisionforSCARSRR.pdf,1650.85811763906,163.710910783465
5758,JORD TLx,Green sea urchins,E,E,"Ocean Resources, Inc.",David Quimby,,Jordan River,Trenton / Lamoine,Hancock,2019/04/30 05:00:00+00,{B5DE7BA6-FBEF-4DBA-9E18-2D5690EBF494},2.93539737,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,11879.1317056553,439.960009458746
5759,MIDD CIx,American oysters,P,E,"Johnson, Timothy",Timothy Johnson,Middle Bay,Casco Bay,Harpswell,Cumberland,2019/04/14 05:00:00+00,{F00C346F-2255-4AAC-A797-99305DA747D8},2.12084136,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecisionleaseMIDDCIx.pdf,8582.74048699179,423.586085358551
5760,MUS WHAR,American oysters/sugar kelp,A,S,K2 Science LLC.,Ray Konisky,Medomak River,Muscongus Bay,Friendship,Knox,2026/03/17 05:00:00+00,{C1A1E2A8-4D05-4189-A49A-26387DD85F41},0.17174864,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecisionK2Science.pdf,695.042072224025,106.582889872775
5761,MIDD CIx,American oysters,P,E,"Johnson, Timothy",Timothy Johnson,Middle Bay,Casco Bay,Harpswell,Cumberland,2019/04/14 05:00:00+00,{6D37BED8-3EB0-44C6-82A5-E95EC42811DD},1.90397667,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecisionleaseMIDDCIx.pdf,7705.1202018504,372.486637354121
5762,MUS WHAR,American oysters/sugar kelp,A,S,K2 Science LLC.,Ray Konisky,Medomak River,Muscongus Bay,Friendship,Knox,2026/03/17 05:00:00+00,{493C7C83-9A83-4D8C-84AE-4E34DF4667F2},0.61893157,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecisionK2Science.pdf,2504.72719451348,252.797480771555
5763,MUS WHAR,American oysters/sugar kelp,A,S,K2 Science LLC.,Ray Konisky,Medomak River,Muscongus Bay,Friendship,Knox,2026/03/17 05:00:00+00,{3B07BE67-52BC-44ED-83CA-214242F18CDC},0.20146166,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecisionK2Science.pdf,815.28640897331,119.090437414517
5764,CAS NLCx,American oysters,E,E,"Chebeague Island Oyster Company, LLC.",Robert Earnest,North of Little Chebeague Island,Casco Bay,Chebeague Island,Cumberland,2019/06/26 05:00:00+00,{6A0CD924-1365-4765-BD7A-2089A66A3DC3},0.64899809,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,2626.40209859522,296.608076874759
5765,HARP DH,American oysters,A,S,Quahog Bay Conservation,David Hunter,Northwest of Orrs Island,Harpswell Sound,Harpswell,Cumberland,2026/03/28 05:00:00+00,{8FC22E66-6934-4285-BD66-8377FC7E9FA3},8.67528398,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/TransferDecisionExecutedHARPDH.pdf,35107.6287062307,889.673308033666
5766,DAM HIS,American oysters,A,S,"Norumbega Oysters, Inc.",Eric Peters,Southeast of Hog Island,Damariscotta River,Damariscotta,Lincoln,2025/08/17 05:00:00+00,{976B81DE-5AAF-45D0-9498-ADCB179F213E},1.90009991,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecisionDAMHIS.pdf,7689.43153334169,378.681944308728
5767,JOHN NB3,Oysters/quahogs/blue mussels,A,S,"Johns River Shellfish, LLC.",David Cheney,North Branch,Johns River,South Bristol,Lincoln,2022/02/07 05:00:00+00,{F873AF5D-8D4C-42B4-AE64-38272CAA9434},4.31309622,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/ExecutedDecisionJOHNNB3.pdf,17454.4811522432,982.816536201609
5768,JOHN NB3,Oysters/quahogs/blue mussels,A,S,"Johns River Shellfish, LLC.",David Cheney,West of Peabow Island,Johns River,South Bristol,Lincoln,2022/02/07 05:00:00+00,{E108B8C3-3030-40E1-AEF0-F511FB6CD41E},2.63359969,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/ExecutedDecisionJOHNNB3.pdf,10657.7998133027,557.568432551436
5769,ROY LAM,American oysters,A,S,"Maine Oyster, Inc.",Eric Horne/Valy Steverlynck,West of Lanes Island,Royal River,Yarmouth,Cumberland,2026/04/10 05:00:00+00,{988D6EEE-245B-4F99-82A7-4DE7446B75CE},6.58930934,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecisionleaseROYLAM_000.pdf,26665.9888080744,736.67644586474
5770,CAS LAM,American oysters,T,E,"Maine Oyster, Inc.",Eric Horne/Valy Steverlynck,Southwest of Lambert Point,Royal River,Freeport and Yarmouth,Cumberland,2014/02/10 05:00:00+00,{2A1C79E9-163E-4721-A858-C49486169E0A},3.77009285,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,15257.0244758491,604.723740053004
5771,ROY LAM,American oysters,T,S,"Maine Oyster, Inc.",Eric Horne/Valy Steverlynck,Southwest of Lambert Point,Royal River,Freeport and Yarmouth,Cumberland,2026/04/10 05:00:00+00,{D62D7356-7B3B-4840-9740-4701DEA3AE10},3.74628934,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,15160.6950613168,603.194152888827
5772,DAM PI2,American oysters,A,S,"Mook Sea Farms, Inc.",William Mook,East of Peters Island,Damariscotta River,South Bristol,Lincoln,2026/10/20 05:00:00+00,{3FE59914-BB68-4F2C-89A1-EA3A8F74C214},1.33450547,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecisionMookSeaFarmsExecuted.pdf,5400.55204506783,487.846476580366
5773,DAM PI2,American oysters,A,S,"Mook Sea Farms, Inc.",William Mook,Northwest of Peters Island,Damariscotta River,South Bristol,Lincoln,2026/10/20 05:00:00+00,{B28C817C-CF6F-42E3-BE9B-1DC15EE35019},0.78368205,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecisionMookSeaFarmsExecuted.pdf,3171.44872306364,256.90163492231
5774,CAS BASK2,Blue mussels,A,S,"Wild Ocean Aquaculture, LLC.",Matthew Moretti,Southeast of Basket Island,Casco Bay,Cumberland,Cumberland,2026/08/11 05:00:00+00,{BF958E64-A917-4A53-9A5C-BE87E7E081A1},4.01122273,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/ExecutedDecisionCASBASK2.pdf,16232.8424855382,563.579270229692
5775,DAM PI,American oysters,T,E,"Mook Sea Farms, Inc.",William Mook,East of Peters Island,Damariscotta River,South Bristol,Lincoln,2016/01/09 05:00:00+00,{79E05CBF-2898-4323-8522-A7F840B431FB},0.65588462,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,2654.27087353046,265.689144956162
5776,CAS ELCx,Marine algae,P,E,"Shearwater Ventures, LLC.",Nathan Johnson,East of Little Chebeague Island,Casco Bay,Chebeague Island,Cumberland,2019/08/19 05:00:00+00,{EA31EC3F-4461-4FFD-A5BE-F1CEAE6AD143},3.83126483,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDECISIONexecutedShearwaterVenturesLLC.pdf,15504.5786716597,761.486481087789
5777,SHE LE4x,American oysters,P,E,"Maine Oyster, Inc.",Eric Horne/Valy Steverlynck,East of Lehman Island,Sheepscot River,Newcastle,Lincoln,2020/04/27 05:00:00+00,{22C6827C-30BF-4B0C-80AB-339ADB948BD2},0.5056078,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDecisionSHELE4x.pdf,2046.12216886259,234.670551951616
5778,CAS MIx,American oysters/sea scallops,P,E,"Butterfield, Keith",Keith Butterfield,Southeast of Little Moshier Island,Casco Bay,Yarmouth,Cumberland,2020/07/13 05:00:00+00,{20C42B75-DD6C-4E06-9DC9-438E24C911D9},2.7198394,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FINALDECISION-CASMIx-KeithButterfield.pdf,11006.7995544753,549.282164018663
5779,SHE LE3x,American oysters,P,E,"Maine Oyster, Inc.",Eric Horne/Valy Steverlynck,Southwest of Lehman Island,Sheepscot River,Newcastle,Lincoln,2020/04/27 05:00:00+00,{136FE9E9-582F-4182-8239-8C0FE0138E80},3.88826892,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDecisionSHELE3x.pdf,15735.2660532002,769.27290196009
5780,SHE LE4x,American oysters,P,E,"Maine Oyster, Inc.",Eric Horne/Valy Steverlynck,East of Lehman Island,Sheepscot River,Newcastle,Lincoln,2020/04/27 05:00:00+00,{303C1AEF-533D-4294-BDD6-4F376B2BD3DB},0.92950624,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDecisionSHELE4x.pdf,3761.57828178153,617.771712210065
5781,SHE LE4x,American oysters,P,E,"Maine Oyster, Inc.",Eric Horne/Valy Steverlynck,East of Lehman Island,Sheepscot River,Newcastle,Lincoln,2020/04/27 05:00:00+00,{7C482F1E-165F-4DE7-946B-601F9BE92C62},0.91957941,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDecisionSHELE4x.pdf,3721.40582746644,413.569316484744
5782,CAS LCI2,Marine algae,A,W,"Wild Ocean Aquaculture, LLC.",Matthew Moretti,South of Little Chebeague Island,Casco Bay,Long Island,Cumberland,2024/11/16 05:00:00+00,{AF804367-E4DF-4A1C-9626-9EF885DF3D19},0.82468305,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/ExecutedtransferDecisionCASLCI2.pdf,3337.37388069545,928.690367044576
5783,NMR WPx,Oysters/bay scallops/sea scallops/surf clams,P,E,"Nice Oyster Company, LLC.",Dana Morse,East of Woodward Point,New Meadows River,Brunswick,Cumberland,2020/08/21 05:00:00+00,{1BFFBA98-159D-45CC-B7A3-0BE55214D507},2.73703057,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FINALDECISION-NiceOysterCompanyNMRWPx..pdf,11076.3697432779,436.030954677637
5784,SHE LE4x,American oysters,P,E,"Maine Oyster, Inc.",Eric Horne/Valy Steverlynck,East of Lehman Island,Sheepscot River,Newcastle,Lincoln,2020/04/27 05:00:00+00,{291A3CA0-EF4B-4E85-91FD-D5DD814D6FBA},1.55019073,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDecisionSHELE4x.pdf,6273.39930107418,344.267478577563
5785,CAS MIx,American oysters/sea scallops,P,E,"Butterfield, Keith",Keith Butterfield,Southeast of Moshier Island,Casco Bay,Yarmouth,Cumberland,2020/07/13 05:00:00+00,{EAD709BC-90DC-4CDA-86F8-4A583A43F138},0.83032474,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FINALDECISION-CASMIx-KeithButterfield.pdf,3360.20502093023,296.632387032166
5786,CAS CHEB2,Marine algae,A,W,"Wild Ocean Aquaculture, LLC.",Matthew Moretti,West southwest of Great Chebeague Island,Casco Bay,Chebeague Island,Cumberland,2026/10/21 05:00:00+00,{66686590-40DD-4812-AED6-C3E361B5E642},3.02881093,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/ExecutedtransferDecisionCASCHEB2.pdf,12257.1629600027,743.49922981239
5787,EAST TB,American oysters,A,S,"Bar Harbor Oyster Company, LLC.",Joanna Fogg and Jesse Walls,East of Israel Point,Thomas Bay,Bar Harbor,Hancock,2026/08/31 05:00:00+00,{9B7D751D-D901-43B6-9485-641699A99837},6.20877523,MEDMR,2018/03/20 00:22:33+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/pending/documents/FOFDecsionEASTTB.pdf,25126.0219274199,676.452192351606
5788,EAST TB,American oysters,A,S,"Bar Harbor Oyster Company, LLC.",Joanna Fogg and Jesse Walls,East of Israel Point,Thomas Bay,Bar Harbor,Hancock,2026/08/31 05:00:00+00,{7C5C6B32-C6F5-47F9-AAB1-7D42935112A4},15.82879507,MEDMR,2018/03/20 00:22:33+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/pending/documents/FOFDecsionEASTTB.pdf,64056.8610020053,1303.44937276395
5789,PEN AIx,Sea scallops,P,E,"Brewer, Robert",Robert Brewer,Southwest of Andrews Island,Penobscot Bay,Stonington,Hancock,2020/10/12 05:00:00+00,{85A37B39-DEBC-419C-A4C7-22B3B60A9FBD},3.23268986,MEDMR,2018/03/20 00:26:34+00,MEDMR,2020/10/08 23:38:53+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDecisionPENAIx.pdf,13082.2317236761,661.502832783358
5790,MEDO HIx,Oysters/quahogs,A,E,"Marsh, John",John Marsh/Community Shellfish,North of Hog Island,Medomak River,Bremen,Lincoln,2021/01/07 05:00:00+00,{A0658A65-3F77-400B-952D-67A0D70E3E57},2.58108269,MEDMR,2018/03/20 00:30:01+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDecisionMEDOHIx.pdf,10445.271067484,491.277517397599
5791,PEN FIx,Blue Mussels,A,E,Islesboro Marine Enterprises,Shey Conover,Northeast of Flat Island,Penobscot Bay,Islesboro,Waldo,2021/02/28 05:00:00+00,{8227292E-3428-4E15-8769-09A5113D72F7},4.02744801,MEDMR,2018/03/20 00:33:13+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDECISIONPENFIx.pdf,16298.5038249644,513.795711686326
5792,DAM GL2,American oysters,A,S,Pemaquid Oyster Company Inc.,Christopher Davis,West of Goose Ledges,Damariscotta River,Newcastle,Lincoln,2023/02/18 05:00:00+00,{DEFF0574-113E-4AA1-A2AA-5FABA2C75B1A},0.9078017,MEDMR,2018/04/05 00:22:57+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/2014FOFRenewalDecisionDAMGL2.pdf,3673.74313131469,303.941857014077
5793,CAS CHANx,Marine algae,A,E,"Great Ledge Cove Seafood, LLC.",Justin Papkee,Northeast of Little Chebeague Island,Casco Bay,Chebeague Island,Cumberland,2021/05/31 05:00:00+00,{EE195D88-E688-4D99-B18E-1CE6F7A02630},3.57120165,MEDMR,2018/09/05 22:53:49+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDFINALDECISIONGreatLedgeCoveSeafood_000.pdf,14452.1403389709,783.945573002399
5794,DAM GPx,American oysters,A,E,"George F. Faux, Inc.",George Faux,Northeast of Glidden Point,Damariscotta River,Newcastle,Lincoln,2021/04/14 05:00:00+00,{6E250480-429A-48CC-A7FC-3C24FEC46D06},0.56896465,MEDMR,2018/09/05 23:00:15+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/ExecutedDecision-FauxGeorge.pdf,2302.51826105985,228.061777558487
5795,TAUN SB,American oysters,T,S,"Taunton Bay Oyster Company, Inc.",Michael Briggs,Southeast of Cedar Point,Taunton Bay,Hancock,Hancock,2028/01/22 05:00:00+00,{16DA0329-3F79-45D7-93D4-B0A786989580},5.07260497,MEDMR,2018/09/05 23:05:55+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDecisionTAUNSB.pdf,20528.104001008,789.021453499975
5796,DAM CC3x,Marine algae,P,E,"Maine Fresh Sea Farms, LLC.",Seth Barker,Clark Cove,Damariscotta River,South Bristol,Lincoln,2020/09/05 05:00:00+00,{E64794B7-EB2C-4C9F-A110-E15AEB003A71},3.61587291,MEDMR,2018/09/05 23:12:52+00,MEDMR,2020/09/08 18:49:16+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/MEFresh2016-02-E-FINALDECISIONExecuted.pdf,14632.9185224306,593.770174617528
5797,SAS PIx,American oysters,A,E,"Gaffney, Michael and Mark",Michael and Mark Gaffney,"North of Phoebe Island, Robinhood Cove",Sasanoa River,Georgetown,Sagadahoc,2021/06/11 05:00:00+00,{D6C5B671-8EC3-4473-94CF-FBD3268454AA},3.99127941,MEDMR,2018/09/05 23:18:55+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDecision-GaffneyMichael-Mark.pdf,16152.134709695,559.278257689636
5798,SAS RC,American oysters,A,S,"Georgetown Island Oyster Company, Inc.",Joshua Stoll,"North of Birch Island, Robinhood Cove",Sasanoa River,Georgetown,Sagadahoc,2028/02/14 05:00:00+00,{F3A17A6F-C94E-441B-9C8C-17E54BCA984C},0.45332569,MEDMR,2018/09/05 23:23:04+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDFINALDECISION.pdf,1834.54397300021,181.914903519145
5801,BHB HI,Blue mussels,T,S,"Young, Evan",Evan Young,East of Hardwood Island,Blue Hill Bay,Tremont,Hancock,2025/07/24 05:00:00+00,{337C11F6-62AB-4B1C-9384-6DC68B002C18},2.31537431,MEDMR,2018/09/06 00:16:54+00,MEDMR,2020/08/07 03:18:24+00,,9369.98741424938,427.701981709618
5802,BHB HI3,Blue mussels,A,S,"Young, Evan",Evan Young,East of Hardwood Island,Blue Hill Bay,Tremont,Hancock,2025/07/24 05:00:00+00,{E07F8348-EDDF-447C-B897-2EF419944799},0.58197002,MEDMR,2018/09/06 00:16:54+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FINAL.decision6-19-18.pdf,2355.14911885311,198.893464388293
5804,BHB HI3,Blue mussels,A,S,"Young, Evan",Evan Young,East of Hardwood Island,Blue Hill Bay,Tremont,Hancock,2025/07/24 05:00:00+00,{2824FEE3-F0F4-4955-868A-15F47E172BF8},2.31537431,MEDMR,2018/09/06 00:21:05+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FINAL.decision6-19-18.pdf,9369.98741424938,427.701981709618
5806,DAM DP,American oysters,A,S,"Muscongus Bay Aquaculture, Inc.",Antonina Simmons,Dodge Point,Damariscotta River,Newcastle,Lincoln,2026/07/18 05:00:00+00,{12640459-AF84-4CB2-98EB-D4042E8511FC},6.52933354,MEDMR,2018/09/11 18:46:19+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecisionExecuted_000.pdf,26423.2753808913,890.97648710953
5807,DAM GL4,American oysters,A,S,Pemaquid Oyster Company Inc.,Christopher Davis,Goose Ledges,Damariscotta River,Newcastle,Lincoln,2028/07/09 05:00:00+00,{1F6333C6-A3BB-440B-879F-0837098FD405},1.77803275,MEDMR,2019/01/31 23:40:25+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/ExecutedDecisionDAMGL4.pdf,7195.44326786298,350.524258482062
5808,DAM GL4,American oysters,A,S,Pemaquid Oyster Company Inc.,Christopher Davis,Goose Ledges,Damariscotta River,Newcastle/Damariscotta,Lincoln,2028/07/09 05:00:00+00,{9BC7EC2B-46C3-417A-B01B-65761674B0CE},6.30140359,MEDMR,2019/01/31 23:40:30+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/ExecutedDecisionDAMGL4.pdf,25500.8755901008,1299.78312689451
6207,SHE BIx,Marine algae,A,E,"Brewer, Jodi M.",Jodi Brewer,West of Boston Island,Sheepscot River,Southport,Lincoln,2021/07/15 05:00:00+00,{B8A8A0BF-52D4-42A0-8D8B-3D8CD3F9AD77},3.98032578,MEDMR,2019/02/01 01:10:50+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDecisionSHEBIx.pdf,16107.8069304893,956.778484770953
6208,MID GIx,American oysters,A,E,"Love Point Oysters, LLC.",Ben Hamilton,Southeast of Upper Goose Island,Middle Bay,Harpswell,Cumberland,2021/08/13 05:00:00+00,{D014936E-E70B-4B1D-AE9D-473E31B44682},2.85929642,MEDMR,2019/02/15 23:02:44+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDecisionMIDGIx.pdf,11571.1620950915,458.724095604623
6209,CAS SI,Sea scallops/blue mussels,A,S,"The Maine Scallop Company, LLC.",Peter Stocks,East of Sturdivant Island,Casco Bay,Cumberland,Cumberland,2028/10/14 05:00:00+00,{0230BA2F-2B9A-4558-BBDF-D3652C381C37},5.35957537,MEDMR,2019/02/15 23:23:18+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDecison-MaineScallop.pdf,21689.432025904,605.894247141089
6210,SCAR NRx,American oysters,A,E,"Hassler, Matthew and Robert Willette",Matthew Hassler,Nonesuch,Scarborough River,Scarborough,Cumberland,2021/11/22 05:00:00+00,{90E9C6DE-4817-43A9-8712-672E2D521BB0},1.3380617,MEDMR,2019/09/10 18:13:04+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDecision-Noneswuch_HW.pdf,5414.94357704881,532.811296795868
6211,SCAR NRx,American oysters,A,E,"Hassler, Matthew and Robert Willette",Matthew Hassler,Nonesuch,Scarborough River,Scarborough,Cumberland,2021/11/22 05:00:00+00,{8056A5AD-AC4F-4BEF-B090-688B89DE1E3E},1.88473724,MEDMR,2019/09/10 18:13:04+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDecision-Noneswuch_HW.pdf,7627.26101693431,583.754428324838
6214,CAS NLC,American oysters,A,S,"Chebeague Island Oyster Company, LLC.",Robert Earnest,Northwest of Little Chebeague Island,Casco Bay,Chebeague Island,Cumberland,2039/04/28 05:00:00+00,{32A4C8CF-14A1-4C05-995D-9D87598CFF9D},1.95838751,MEDMR,2019/09/10 18:21:33+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FINALExecutedDecision-CASNLC.pdf,7925.31307056339,478.145637275561
6215,FREN STA2,Marine Algae,A,W,"Springtide Seaweed, LLC.",Sarah Redmond,Stave Island,Frenchman Bay,Gouldsboro,Hancock,2029/05/13 05:00:00+00,{66EC210D-F179-48EB-BD22-5EF28132DB92},20.0188509,MEDMR,2019/09/10 18:25:06+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDecision-FRENSTA2-Springtide.pdf,81013.415333563,1141.1637975138
